   1       1486608.10000        2.43592       -0.26596             1.00122         43204.10000        0.03500                  0.01037             0.00001
   2       1573012.05000        2.45417        0.00634             1.00000         43204.05000        0.03511                  0.01049             0.00001
   3       1659415.00000        2.39240       -0.01263             1.00006         43204.00000        0.03570                  0.01006             0.00001
   4       1763559.90000        2.46328       -0.01234             1.00008         43203.90000        0.03629                  0.01040             0.00001
   5       1849962.90000        2.44355       -0.00300             1.00002         43203.90000        0.03695                  0.01107             0.00001
   6       1936365.95000        2.48563        0.03195             0.99997         43203.95000        0.03695                  0.01047             0.00001
   7       2022780.00000        2.45883       -0.00556             1.00001         43204.00000        0.03554                  0.01032             0.00001
   8       2109183.00000        2.42483        0.00563             1.00004         43204.00000        0.03608                  0.01059             0.00001
   9       2195585.95000        2.46858       -0.03286             1.00005         43203.95000        0.03575                  0.00953             0.00001
  10       2281988.95000        2.49896        0.03429             1.00003         43203.95000        0.03679                  0.01055             0.00001
  11       2368391.95000        2.41833        0.21975             0.99994         43203.95000        0.03542                  0.00301             0.00001
  12       2454794.90000        2.51401        0.02403             0.99994         43203.90000        0.04239                  0.00369             0.00001
  13       2541197.85000        2.52164       -0.27886             1.00025         43203.85000        0.03704                  0.01114             0.00001
  14       2627611.80000        2.52232        0.00655             0.99999         43203.80000        0.03627                  0.01120             0.00001
  15       2714014.80000        2.48445        0.01752             0.99998         43203.80000        0.03624                  0.01170             0.00001
  16       2800417.95000        2.51128       -0.00071             1.00003         43203.95000        0.04279                  0.01124             0.00001
  17       2886820.95000        2.51441        0.01000             1.00007         43203.95000        0.03676                  0.01039             0.00001
  18       2973223.90000        2.55228       -0.03419             1.00000         43203.90000        0.03584                  0.01118             0.00001
  19       3059626.85000        2.49844        0.02117             1.00000         43203.85000        0.03580                  0.01168             0.00001
  20       3146028.80000        2.52418        0.00851             1.00006         43203.80000        0.03624                  0.01013             0.00001
  21       3232443.75000        2.47284        0.01892             0.99994         43203.75000        0.03735                  0.01698             0.00002
  22       3318845.75000        2.48810       -0.02246             1.00002         43203.75000        0.04246                  0.01695             0.00002
  23       3405248.65000        2.46359       -0.00729             1.00002         43203.65000        0.03733                  0.01673             0.00002
  24       3639379.30000        2.46653       -0.02668             0.99998         43201.30000        0.05106                  0.01254             0.00002
