   1       1486608.10000        2.43594       -0.26596             1.00122         43204.10000        0.03464                  0.01037             0.00001
   2       1573012.05000        2.45417       -0.21061             1.00023         43204.05000        0.03478                  0.00240             0.00001
   3       1659415.00000        2.39254        0.00604             1.00005         43204.00000        0.03537                  0.01005             0.00001
   4       1763559.90000        2.46328       -0.02644             1.00009         43203.90000        0.03594                  0.01040             0.00001
   5       1849962.90000        2.44350       -0.00290             1.00002         43203.90000        0.03660                  0.01107             0.00001
   6       1936365.95000        2.48547        0.02110             0.99997         43203.95000        0.03653                  0.01047             0.00001
   7       2022780.00000        2.45886        0.00636             1.00001         43204.00000        0.03525                  0.01041             0.00001
   8       2109183.00000        2.42485        0.00040             1.00004         43204.00000        0.03580                  0.01039             0.00001
   9       2195585.95000        2.46875       -0.04639             1.00006         43203.95000        0.03591                  0.01042             0.00001
  10       2281988.95000        2.49884        0.04706             1.00001         43203.95000        0.03653                  0.01056             0.00001
  11       2368391.95000        2.42000       -0.07514             1.00014         43203.95000        0.03525                  0.00948             0.00001
  12       2454794.90000        2.51441        0.01081             1.00007         43203.90000        0.04034                  0.01058             0.00001
  13       2541197.85000        2.52138       -0.01615             1.00004         43203.85000        0.03688                  0.01112             0.00001
  14       2627611.80000        2.52298        0.00271             0.99998         43203.80000        0.03606                  0.01118             0.00001
  15       2714014.80000        2.48554        0.01100             0.99999         43203.80000        0.03631                  0.01171             0.00001
  16       2800417.95000        2.51135        0.01514             1.00004         43203.95000        0.04253                  0.01124             0.00001
  17       2886820.95000        2.51243        0.00186             1.00007         43203.95000        0.03653                  0.01040             0.00001
  18       2973223.90000        2.55223       -0.02369             0.99999         43203.90000        0.03563                  0.01118             0.00001
  19       3059626.85000        2.49837        0.02031             1.00000         43203.85000        0.03547                  0.01168             0.00001
  20       3146028.80000        2.52414       -0.03760             1.00004         43203.80000        0.03615                  0.01112             0.00001
  21       3232443.75000        2.47280        0.05645             0.99996         43203.75000        0.03704                  0.01698             0.00002
  22       3318845.75000        2.48780       -0.01722             1.00002         43203.75000        0.04185                  0.01695             0.00002
  23       3405248.65000        2.46352       -0.01039             1.00003         43203.65000        0.03702                  0.01673             0.00002
  24       3639379.30000        2.46653       -0.02668             0.99998         43201.30000        0.05106                  0.01254             0.00002
  25       3725776.65000        2.42304       -0.00922             1.00009         43200.65000        0.05193                  0.01300             0.00002
  26       3812175.65000        2.37834       -0.00737             1.00003         43200.65000        0.05172                  0.01309             0.00002
  27       3898571.60000        2.37134       -0.02087             1.00004         43200.60000        0.05374                  0.01343             0.00002
  28       3984968.65000        2.46750        0.02781             0.99997         43200.65000        0.06410                  0.01335             0.00002
  29       4071364.70000        2.37671        0.00995             1.00003         43200.70000        0.05676                  0.01282             0.00002
  30       4157760.75000        2.40735       -0.04735             1.00007         43200.75000        0.05162                  0.01249             0.00002
  31       4239601.25000        2.45344        0.01064             0.99999         38644.25000        0.05767                  0.01314             0.00002
  32       4284312.65000        2.26673       -0.13946             1.00035          6059.65000        0.26944                  0.03853             0.00007
  33       4333578.70000        2.41366        0.16540             0.99965         43200.70000        0.06001                  0.01296             0.00002
  34       4509420.75000        2.49833        0.03534             0.99992         43200.75000        0.05595                  0.01275             0.00002
  35       4595817.95000        2.48551       -0.00289             1.00003         43200.95000        0.05659                  0.01304             0.00002
  36       4682214.75000        2.48033       -0.01157             1.00004         43200.75000        0.05515                  0.01289             0.00002
  37       4768610.75000        2.54524       -0.01771             1.00004         43200.75000        0.05537                  0.01296             0.00002
  38       4855007.75000        2.39558        0.02352             0.99997         43200.75000        0.05548                  0.01263             0.00002
  39       4941403.75000        2.50690        0.00467             1.00003         43200.75000        0.06231                  0.01309             0.00002
  40       5027811.70000        2.47793       -0.03764             0.99999         43200.70000        0.06408                  0.01316             0.00002
  41       5114208.70000        2.46691        0.04227             0.99993         43200.70000        0.06238                  0.01321             0.00002
  42       5200604.80000        2.49833       -0.01463             1.00003         43200.80000        0.05822                  0.01316             0.00002
  43       5287001.70000        2.45440        0.03040             0.99998         43200.70000        0.06088                  0.01291             0.00002
  44       5373397.70000        2.59095       -0.02327             1.00008         43200.70000        0.06446                  0.01338             0.00002
  45       5459793.70000        2.49227       -0.04030             1.00001         43200.70000        0.06234                  0.01329             0.00002
  46       5546190.70000        2.46399        0.05732             0.99995         43200.70000        0.05603                  0.01301             0.00002
  47       5628997.65000        2.50442       -0.04184             1.00006         43200.65000        0.06490                  0.01337             0.00002
  48       5715394.65000        2.49241       -0.00916             1.00004         43200.65000        0.06229                  0.01338             0.00002
  49       5801790.65000        2.44553        0.02402             0.99998         43200.65000        0.06128                  0.01319             0.00002
  50       5888186.60000        2.43688       -0.01790             1.00002         43200.60000        0.06420                  0.01355             0.00002
